date,vaccine,total_vaccinations,location
2021-07-15,Pfizer/BioNTech,8014391,South Korea
2021-07-16,Johnson&Johnson,1129782,South Korea
2021-07-16,Moderna,63650,South Korea
2021-07-16,Oxford/AstraZeneca,12107632,South Korea
2021-07-16,Pfizer/BioNTech,8205493,South Korea
2021-07-17,Johnson&Johnson,1129782,South Korea
2021-07-17,Moderna,63650,South Korea
2021-07-17,Oxford/AstraZeneca,12134736,South Korea
2021-07-17,Pfizer/BioNTech,8249627,South Korea
2021-07-18,Johnson&Johnson,1129782,South Korea
2021-07-18,Moderna,63650,South Korea
2021-07-18,Oxford/AstraZeneca,12135216,South Korea
2021-07-18,Pfizer/BioNTech,8252078,South Korea
2021-07-19,Johnson&Johnson,1129782,South Korea
2021-07-19,Moderna,64108,South Korea
2021-07-19,Oxford/AstraZeneca,12196857,South Korea
2021-07-19,Pfizer/BioNTech,8421346,South Korea
2021-07-20,Johnson&Johnson,1129782,South Korea
2021-07-20,Moderna,65138,South Korea
2021-07-20,Oxford/AstraZeneca,12250508,South Korea
2021-07-20,Pfizer/BioNTech,8578718,South Korea
2021-07-21,Johnson&Johnson,1129782,South Korea
2021-07-21,Moderna,67643,South Korea
2021-07-21,Oxford/AstraZeneca,12279444,South Korea
2021-07-21,Pfizer/BioNTech,8726221,South Korea
2021-07-22,Johnson&Johnson,1129782,South Korea
2021-07-22,Moderna,69524,South Korea
2021-07-22,Oxford/AstraZeneca,12335119,South Korea
2021-07-22,Pfizer/BioNTech,8868953,South Korea
2021-07-23,Johnson&Johnson,1129782,South Korea
2021-07-23,Moderna,78291,South Korea
2021-07-23,Oxford/AstraZeneca,12382971,South Korea
2021-07-23,Pfizer/BioNTech,9018654,South Korea
2021-07-24,Johnson&Johnson,1129782,South Korea
2021-07-24,Moderna,79017,South Korea
2021-07-24,Oxford/AstraZeneca,12392953,South Korea
2021-07-24,Pfizer/BioNTech,9048313,South Korea
2021-07-25,Johnson&Johnson,1129782,South Korea
2021-07-25,Moderna,79017,South Korea
2021-07-25,Oxford/AstraZeneca,12393010,South Korea
2021-07-25,Pfizer/BioNTech,9049927,South Korea
2021-07-26,Johnson&Johnson,1129782,South Korea
2021-07-26,Moderna,359608,South Korea
2021-07-26,Oxford/AstraZeneca,12406486,South Korea
2021-07-26,Pfizer/BioNTech,9439804,South Korea
2021-07-27,Johnson&Johnson,1129782,South Korea
2021-07-27,Moderna,509395,South Korea
2021-07-27,Oxford/AstraZeneca,12416338,South Korea
2021-07-27,Pfizer/BioNTech,9710751,South Korea
2021-07-28,Johnson&Johnson,1129782,South Korea
2021-07-28,Moderna,608096,South Korea
2021-07-28,Oxford/AstraZeneca,12423293,South Korea
2021-07-28,Pfizer/BioNTech,10127690,South Korea
2021-07-29,Johnson&Johnson,1129782,South Korea
2021-07-29,Moderna,695192,South Korea
2021-07-29,Oxford/AstraZeneca,12433490,South Korea
2021-07-29,Pfizer/BioNTech,10421301,South Korea
2021-07-30,Johnson&Johnson,1129782,South Korea
2021-07-30,Moderna,819149,South Korea
2021-07-30,Oxford/AstraZeneca,12441097,South Korea
2021-07-30,Pfizer/BioNTech,10846980,South Korea
2021-07-31,Johnson&Johnson,1129782,South Korea
2021-07-31,Moderna,888821,South Korea
2021-07-31,Oxford/AstraZeneca,12441585,South Korea
2021-07-31,Pfizer/BioNTech,11005961,South Korea
2021-08-01,Johnson&Johnson,1129782,South Korea
2021-08-01,Moderna,897123,South Korea
2021-08-01,Oxford/AstraZeneca,12441597,South Korea
2021-08-01,Pfizer/BioNTech,11026149,South Korea
2021-08-02,Johnson&Johnson,1129782,South Korea
2021-08-02,Moderna,913887,South Korea
2021-08-02,Oxford/AstraZeneca,12446357,South Korea
2021-08-02,Pfizer/BioNTech,11517812,South Korea
2021-08-03,Johnson&Johnson,1129782,South Korea
2021-08-03,Moderna,924817,South Korea
2021-08-03,Oxford/AstraZeneca,12452864,South Korea
2021-08-03,Pfizer/BioNTech,11828025,South Korea
2021-08-04,Johnson&Johnson,1129782,South Korea
2021-08-04,Moderna,933720,South Korea
2021-08-04,Oxford/AstraZeneca,12458855,South Korea
2021-08-04,Pfizer/BioNTech,12089500,South Korea
2021-08-05,Johnson&Johnson,1129782,South Korea
2021-08-05,Moderna,943597,South Korea
2021-08-05,Oxford/AstraZeneca,12478663,South Korea
2021-08-05,Pfizer/BioNTech,12380297,South Korea
2021-08-06,Johnson&Johnson,1129782,South Korea
2021-08-06,Moderna,958661,South Korea
2021-08-06,Oxford/AstraZeneca,12498665,South Korea
2021-08-06,Pfizer/BioNTech,12757429,South Korea
2021-08-07,Johnson&Johnson,1129782,South Korea
2021-08-07,Moderna,961949,South Korea
2021-08-07,Oxford/AstraZeneca,12501423,South Korea
2021-08-07,Pfizer/BioNTech,12908916,South Korea
2021-08-08,Johnson&Johnson,1129782,South Korea
2021-08-08,Moderna,962209,South Korea
2021-08-08,Oxford/AstraZeneca,12501914,South Korea
2021-08-08,Pfizer/BioNTech,12938125,South Korea
2021-08-09,Johnson&Johnson,1129782,South Korea
2021-08-09,Moderna,977087,South Korea
2021-08-09,Oxford/AstraZeneca,12583116,South Korea
2021-08-09,Pfizer/BioNTech,13452472,South Korea
2021-08-10,Johnson&Johnson,1129782,South Korea
2021-08-10,Moderna,986524,South Korea
2021-08-10,Oxford/AstraZeneca,12645651,South Korea
2021-08-10,Pfizer/BioNTech,13813023,South Korea
2021-08-11,Johnson&Johnson,1129782,South Korea
2021-08-11,Moderna,993691,South Korea
2021-08-11,Oxford/AstraZeneca,12701017,South Korea
2021-08-11,Pfizer/BioNTech,14091825,South Korea
2021-08-12,Johnson&Johnson,1129782,South Korea
2021-08-12,Moderna,997992,South Korea
2021-08-12,Oxford/AstraZeneca,13308647,South Korea
2021-08-12,Pfizer/BioNTech,14355480,South Korea
2021-08-13,Johnson&Johnson,1129782,South Korea
2021-08-13,Moderna,1005066,South Korea
2021-08-13,Oxford/AstraZeneca,13823046,South Korea
2021-08-13,Pfizer/BioNTech,14697843,South Korea
2021-08-14,Johnson&Johnson,1129782,South Korea
2021-08-14,Moderna,1008160,South Korea
2021-08-14,Oxford/AstraZeneca,13993375,South Korea
2021-08-14,Pfizer/BioNTech,14849737,South Korea
2021-08-15,Johnson&Johnson,1129782,South Korea
2021-08-15,Moderna,1008197,South Korea
2021-08-15,Oxford/AstraZeneca,13998154,South Korea
2021-08-15,Pfizer/BioNTech,14868958,South Korea
2021-08-16,Johnson&Johnson,1129782,South Korea
2021-08-16,Moderna,1321716,South Korea
2021-08-16,Oxford/AstraZeneca,14250928,South Korea
2021-08-16,Pfizer/BioNTech,15230584,South Korea
2021-08-17,Johnson&Johnson,1129782,South Korea
2021-08-17,Moderna,1586197,South Korea
2021-08-17,Oxford/AstraZeneca,14744415,South Korea
2021-08-17,Pfizer/BioNTech,15692427,South Korea
2021-08-18,Johnson&Johnson,1129782,South Korea
2021-08-18,Moderna,1760586,South Korea
2021-08-18,Oxford/AstraZeneca,15074675,South Korea
2021-08-18,Pfizer/BioNTech,16030324,South Korea
2021-08-19,Johnson&Johnson,1129782,South Korea
2021-08-19,Moderna,1938573,South Korea
2021-08-19,Oxford/AstraZeneca,15380601,South Korea
2021-08-19,Pfizer/BioNTech,16339686,South Korea
