date,vaccine,total_vaccinations,location
2021-06-21,Oxford/AstraZeneca,687197,Czechia
2021-06-21,Pfizer/BioNTech,5979687,Czechia
2021-06-22,Pfizer/BioNTech,6073440,Czechia
2021-06-22,Oxford/AstraZeneca,695758,Czechia
2021-06-22,Johnson&Johnson,82015,Czechia
2021-06-22,Moderna,652010,Czechia
2021-06-23,Johnson&Johnson,83818,Czechia
2021-06-23,Moderna,662961,Czechia
2021-06-23,Oxford/AstraZeneca,704164,Czechia
2021-06-23,Pfizer/BioNTech,6167164,Czechia
2021-06-24,Johnson&Johnson,85646,Czechia
2021-06-24,Moderna,672813,Czechia
2021-06-24,Oxford/AstraZeneca,712309,Czechia
2021-06-24,Pfizer/BioNTech,6265182,Czechia
2021-06-25,Pfizer/BioNTech,6363656,Czechia
2021-06-25,Oxford/AstraZeneca,718322,Czechia
2021-06-25,Moderna,681854,Czechia
2021-06-25,Johnson&Johnson,87353,Czechia
2021-06-26,Johnson&Johnson,87382,Czechia
2021-06-26,Moderna,683347,Czechia
2021-06-26,Oxford/AstraZeneca,719931,Czechia
2021-06-26,Pfizer/BioNTech,6411010,Czechia
2021-06-27,Johnson&Johnson,87389,Czechia
2021-06-27,Moderna,684440,Czechia
2021-06-27,Oxford/AstraZeneca,720069,Czechia
2021-06-27,Pfizer/BioNTech,6450241,Czechia
2021-06-28,Pfizer/BioNTech,6545397,Czechia
2021-06-28,Oxford/AstraZeneca,726976,Czechia
2021-06-28,Moderna,693265,Czechia
2021-06-28,Johnson&Johnson,88643,Czechia
2021-06-29,Johnson&Johnson,90091,Czechia
2021-06-29,Moderna,704210,Czechia
2021-06-29,Oxford/AstraZeneca,736545,Czechia
2021-06-29,Pfizer/BioNTech,6637534,Czechia
2021-06-30,Johnson&Johnson,91444,Czechia
2021-06-30,Moderna,716498,Czechia
2021-06-30,Oxford/AstraZeneca,745583,Czechia
2021-06-30,Pfizer/BioNTech,6731725,Czechia
2021-07-01,Oxford/AstraZeneca,755033,Czechia
2021-07-01,Pfizer/BioNTech,6821534,Czechia
2021-07-01,Johnson&Johnson,93205,Czechia
2021-07-01,Moderna,727434,Czechia
2021-07-02,Pfizer/BioNTech,6912317,Czechia
2021-07-02,Oxford/AstraZeneca,762107,Czechia
2021-07-02,Moderna,738461,Czechia
2021-07-02,Johnson&Johnson,94900,Czechia
2021-07-03,Johnson&Johnson,94915,Czechia
2021-07-03,Moderna,739737,Czechia
2021-07-03,Oxford/AstraZeneca,762739,Czechia
2021-07-03,Pfizer/BioNTech,6948857,Czechia
2021-07-04,Johnson&Johnson,94923,Czechia
2021-07-04,Moderna,740238,Czechia
2021-07-04,Oxford/AstraZeneca,762788,Czechia
2021-07-04,Pfizer/BioNTech,6977536,Czechia
2021-07-05,Pfizer/BioNTech,7009824,Czechia
2021-07-05,Oxford/AstraZeneca,762820,Czechia
2021-07-05,Moderna,740479,Czechia
2021-07-05,Johnson&Johnson,94936,Czechia
2021-07-06,Johnson&Johnson,94953,Czechia
2021-07-06,Moderna,741169,Czechia
2021-07-06,Oxford/AstraZeneca,763021,Czechia
2021-07-06,Pfizer/BioNTech,7041792,Czechia
2021-07-07,Johnson&Johnson,95930,Czechia
2021-07-07,Moderna,749728,Czechia
2021-07-07,Oxford/AstraZeneca,769172,Czechia
2021-07-07,Pfizer/BioNTech,7129672,Czechia
2021-07-08,Pfizer/BioNTech,7208142,Czechia
2021-07-08,Oxford/AstraZeneca,775991,Czechia
2021-07-08,Johnson&Johnson,97239,Czechia
2021-07-08,Moderna,758516,Czechia
2021-07-09,Johnson&Johnson,98660,Czechia
2021-07-09,Moderna,766572,Czechia
2021-07-09,Oxford/AstraZeneca,781258,Czechia
2021-07-09,Pfizer/BioNTech,7288862,Czechia
2021-07-10,Johnson&Johnson,98678,Czechia
2021-07-10,Moderna,767546,Czechia
2021-07-10,Oxford/AstraZeneca,781571,Czechia
2021-07-10,Pfizer/BioNTech,7325348,Czechia
2021-07-11,Moderna,767975,Czechia
2021-07-11,Pfizer/BioNTech,7355737,Czechia
2021-07-11,Johnson&Johnson,98707,Czechia
2021-07-11,Oxford/AstraZeneca,781985,Czechia
2021-07-12,Johnson&Johnson,100019,Czechia
2021-07-12,Moderna,778181,Czechia
2021-07-12,Oxford/AstraZeneca,787403,Czechia
2021-07-12,Pfizer/BioNTech,7433858,Czechia
2021-07-13,Oxford/AstraZeneca,794347,Czechia
2021-07-13,Johnson&Johnson,101859,Czechia
2021-07-13,Moderna,787325,Czechia
2021-07-13,Pfizer/BioNTech,7509886,Czechia
2021-07-14,Pfizer/BioNTech,7588264,Czechia
2021-07-14,Oxford/AstraZeneca,801207,Czechia
2021-07-14,Moderna,795723,Czechia
2021-07-14,Johnson&Johnson,103846,Czechia
2021-07-15,Johnson&Johnson,106194,Czechia
2021-07-15,Moderna,803282,Czechia
2021-07-15,Oxford/AstraZeneca,808286,Czechia
2021-07-15,Pfizer/BioNTech,7663891,Czechia
2021-07-16,Johnson&Johnson,108657,Czechia
2021-07-16,Moderna,811497,Czechia
2021-07-16,Oxford/AstraZeneca,813371,Czechia
2021-07-16,Pfizer/BioNTech,7745868,Czechia
2021-07-17,Pfizer/BioNTech,7784352,Czechia
2021-07-17,Oxford/AstraZeneca,813502,Czechia
2021-07-17,Johnson&Johnson,109147,Czechia
2021-07-17,Moderna,811972,Czechia
2021-07-18,Johnson&Johnson,109691,Czechia
2021-07-18,Moderna,812525,Czechia
2021-07-18,Oxford/AstraZeneca,813513,Czechia
2021-07-18,Pfizer/BioNTech,7817030,Czechia
2021-07-19,Johnson&Johnson,111158,Czechia
2021-07-19,Moderna,819266,Czechia
2021-07-19,Oxford/AstraZeneca,817572,Czechia
2021-07-19,Pfizer/BioNTech,7893451,Czechia
2021-07-20,Pfizer/BioNTech,7965948,Czechia
2021-07-20,Oxford/AstraZeneca,823059,Czechia
2021-07-20,Moderna,825647,Czechia
2021-07-20,Johnson&Johnson,113068,Czechia
2021-07-21,Johnson&Johnson,115895,Czechia
2021-07-21,Moderna,831764,Czechia
2021-07-21,Oxford/AstraZeneca,828308,Czechia
2021-07-21,Pfizer/BioNTech,8035494,Czechia
2021-07-22,Johnson&Johnson,118924,Czechia
2021-07-22,Moderna,837351,Czechia
2021-07-22,Oxford/AstraZeneca,832858,Czechia
2021-07-22,Pfizer/BioNTech,8099820,Czechia
2021-07-23,Pfizer/BioNTech,8163610,Czechia
2021-07-23,Oxford/AstraZeneca,835699,Czechia
2021-07-23,Moderna,842143,Czechia
2021-07-23,Johnson&Johnson,121996,Czechia
2021-07-24,Johnson&Johnson,123161,Czechia
2021-07-24,Moderna,842590,Czechia
2021-07-24,Oxford/AstraZeneca,835804,Czechia
2021-07-24,Pfizer/BioNTech,8195540,Czechia
2021-07-25,Johnson&Johnson,124279,Czechia
2021-07-25,Moderna,842902,Czechia
2021-07-25,Oxford/AstraZeneca,835827,Czechia
2021-07-25,Pfizer/BioNTech,8221485,Czechia
2021-07-26,Pfizer/BioNTech,8281852,Czechia
2021-07-26,Oxford/AstraZeneca,838883,Czechia
2021-07-26,Moderna,846035,Czechia
2021-07-26,Johnson&Johnson,126905,Czechia
2021-07-27,Johnson&Johnson,130171,Czechia
2021-07-27,Moderna,849520,Czechia
2021-07-27,Oxford/AstraZeneca,843084,Czechia
2021-07-27,Pfizer/BioNTech,8336608,Czechia
2021-07-28,Johnson&Johnson,133906,Czechia
2021-07-28,Moderna,852622,Czechia
2021-07-28,Oxford/AstraZeneca,847275,Czechia
2021-07-28,Pfizer/BioNTech,8388699,Czechia
2021-07-29,Pfizer/BioNTech,8438242,Czechia
2021-07-29,Oxford/AstraZeneca,851323,Czechia
2021-07-29,Moderna,855316,Czechia
2021-07-29,Johnson&Johnson,137207,Czechia
2021-07-30,Johnson&Johnson,140510,Czechia
2021-07-30,Moderna,857437,Czechia
2021-07-30,Oxford/AstraZeneca,854050,Czechia
2021-07-30,Pfizer/BioNTech,8491982,Czechia
2021-07-31,Johnson&Johnson,142060,Czechia
2021-07-31,Moderna,857728,Czechia
2021-07-31,Oxford/AstraZeneca,854241,Czechia
2021-07-31,Pfizer/BioNTech,8516671,Czechia
2021-08-01,Pfizer/BioNTech,8536307,Czechia
2021-08-01,Oxford/AstraZeneca,854256,Czechia
2021-08-01,Johnson&Johnson,143384,Czechia
2021-08-01,Moderna,858138,Czechia
2021-08-02,Johnson&Johnson,145721,Czechia
2021-08-02,Moderna,860049,Czechia
2021-08-02,Oxford/AstraZeneca,856404,Czechia
2021-08-02,Pfizer/BioNTech,8583163,Czechia
2021-08-03,Johnson&Johnson,148910,Czechia
2021-08-03,Moderna,861379,Czechia
2021-08-03,Oxford/AstraZeneca,859322,Czechia
2021-08-03,Pfizer/BioNTech,8627845,Czechia
2021-08-04,Moderna,863626,Czechia
2021-08-04,Pfizer/BioNTech,8669732,Czechia
2021-08-04,Johnson&Johnson,151873,Czechia
2021-08-04,Oxford/AstraZeneca,861820,Czechia
2021-08-05,Johnson&Johnson,154882,Czechia
2021-08-05,Moderna,865404,Czechia
2021-08-05,Oxford/AstraZeneca,864055,Czechia
2021-08-05,Pfizer/BioNTech,8715558,Czechia
2021-08-06,Oxford/AstraZeneca,865641,Czechia
2021-08-06,Johnson&Johnson,157878,Czechia
2021-08-06,Moderna,867107,Czechia
2021-08-06,Pfizer/BioNTech,8765697,Czechia
2021-08-07,Pfizer/BioNTech,8786164,Czechia
2021-08-07,Oxford/AstraZeneca,865773,Czechia
2021-08-07,Moderna,867231,Czechia
2021-08-07,Johnson&Johnson,159258,Czechia
2021-08-08,Johnson&Johnson,160281,Czechia
2021-08-08,Moderna,867302,Czechia
2021-08-08,Oxford/AstraZeneca,865784,Czechia
2021-08-08,Pfizer/BioNTech,8803760,Czechia
2021-08-09,Johnson&Johnson,162481,Czechia
2021-08-09,Moderna,868828,Czechia
2021-08-09,Oxford/AstraZeneca,866887,Czechia
2021-08-09,Pfizer/BioNTech,8854148,Czechia
2021-08-10,Pfizer/BioNTech,8897845,Czechia
2021-08-10,Oxford/AstraZeneca,868574,Czechia
2021-08-10,Johnson&Johnson,164657,Czechia
2021-08-10,Moderna,870159,Czechia
2021-08-11,Johnson&Johnson,166851,Czechia
2021-08-11,Moderna,871884,Czechia
2021-08-11,Oxford/AstraZeneca,870028,Czechia
2021-08-11,Pfizer/BioNTech,8944466,Czechia
2021-08-12,Johnson&Johnson,169289,Czechia
2021-08-12,Moderna,873558,Czechia
2021-08-12,Oxford/AstraZeneca,871267,Czechia
2021-08-12,Pfizer/BioNTech,8984765,Czechia
2021-08-13,Pfizer/BioNTech,9028212,Czechia
2021-08-13,Oxford/AstraZeneca,872105,Czechia
2021-08-13,Moderna,875630,Czechia
2021-08-13,Johnson&Johnson,171339,Czechia
2021-08-14,Johnson&Johnson,172373,Czechia
2021-08-14,Moderna,875952,Czechia
2021-08-14,Oxford/AstraZeneca,872143,Czechia
2021-08-14,Pfizer/BioNTech,9039653,Czechia
2021-08-15,Johnson&Johnson,172991,Czechia
2021-08-15,Moderna,876056,Czechia
2021-08-15,Oxford/AstraZeneca,872156,Czechia
2021-08-15,Pfizer/BioNTech,9051163,Czechia
2021-08-16,Pfizer/BioNTech,9088559,Czechia
2021-08-16,Oxford/AstraZeneca,872802,Czechia
2021-08-16,Moderna,877794,Czechia
2021-08-16,Johnson&Johnson,174850,Czechia
2021-08-17,Johnson&Johnson,176728,Czechia
2021-08-17,Moderna,879183,Czechia
2021-08-17,Oxford/AstraZeneca,873688,Czechia
2021-08-17,Pfizer/BioNTech,9118756,Czechia
2021-08-18,Johnson&Johnson,178770,Czechia
2021-08-18,Moderna,880809,Czechia
2021-08-18,Oxford/AstraZeneca,874401,Czechia
2021-08-18,Pfizer/BioNTech,9160084,Czechia
2021-08-19,Oxford/AstraZeneca,875063,Czechia
2021-08-19,Pfizer/BioNTech,9200702,Czechia
2021-08-19,Johnson&Johnson,181177,Czechia
2021-08-19,Moderna,882284,Czechia
2021-08-20,Moderna,884155,Czechia
2021-08-20,Oxford/AstraZeneca,875546,Czechia
2021-08-20,Johnson&Johnson,183270,Czechia
2021-08-20,Pfizer/BioNTech,9243426,Czechia
