date,vaccine,total_vaccinations,location
2021-06-25,Oxford/AstraZeneca,8587943,Italy
2021-06-25,Pfizer/BioNTech,34817794,Italy
2021-06-26,Johnson&Johnson,1223703,Italy
2021-06-26,Moderna,4770767,Italy
2021-06-26,Oxford/AstraZeneca,8640216,Italy
2021-06-26,Pfizer/BioNTech,35261576,Italy
2021-06-27,Johnson&Johnson,1226975,Italy
2021-06-27,Moderna,4818540,Italy
2021-06-27,Oxford/AstraZeneca,8682372,Italy
2021-06-27,Pfizer/BioNTech,35599905,Italy
2021-06-28,Johnson&Johnson,1230981,Italy
2021-06-28,Moderna,4878121,Italy
2021-06-28,Oxford/AstraZeneca,8750181,Italy
2021-06-28,Pfizer/BioNTech,36027684,Italy
2021-06-29,Johnson&Johnson,1234645,Italy
2021-06-29,Moderna,4953613,Italy
2021-06-29,Oxford/AstraZeneca,8845155,Italy
2021-06-29,Pfizer/BioNTech,36416267,Italy
2021-06-30,Johnson&Johnson,1239433,Italy
2021-06-30,Moderna,5022996,Italy
2021-06-30,Oxford/AstraZeneca,8950090,Italy
2021-06-30,Pfizer/BioNTech,36810057,Italy
2021-07-01,Johnson&Johnson,1244492,Italy
2021-07-01,Moderna,5073988,Italy
2021-07-01,Oxford/AstraZeneca,9034679,Italy
2021-07-01,Pfizer/BioNTech,37237901,Italy
2021-07-02,Johnson&Johnson,1248674,Italy
2021-07-02,Moderna,5125781,Italy
2021-07-02,Oxford/AstraZeneca,9120602,Italy
2021-07-02,Pfizer/BioNTech,37650984,Italy
2021-07-03,Johnson&Johnson,1251337,Italy
2021-07-03,Moderna,5178807,Italy
2021-07-03,Oxford/AstraZeneca,9202969,Italy
2021-07-03,Pfizer/BioNTech,38039670,Italy
2021-07-04,Johnson&Johnson,1253749,Italy
2021-07-04,Moderna,5219049,Italy
2021-07-04,Oxford/AstraZeneca,9267655,Italy
2021-07-04,Pfizer/BioNTech,38346506,Italy
2021-07-05,Johnson&Johnson,1257956,Italy
2021-07-05,Moderna,5301774,Italy
2021-07-05,Oxford/AstraZeneca,9355325,Italy
2021-07-05,Pfizer/BioNTech,38711854,Italy
2021-07-06,Johnson&Johnson,1261990,Italy
2021-07-06,Moderna,5375792,Italy
2021-07-06,Oxford/AstraZeneca,9447644,Italy
2021-07-06,Pfizer/BioNTech,39079619,Italy
2021-07-07,Johnson&Johnson,1265255,Italy
2021-07-07,Moderna,5446325,Italy
2021-07-07,Oxford/AstraZeneca,9555269,Italy
2021-07-07,Pfizer/BioNTech,39446094,Italy
2021-07-08,Johnson&Johnson,1268511,Italy
2021-07-08,Moderna,5495376,Italy
2021-07-08,Oxford/AstraZeneca,9652838,Italy
2021-07-08,Pfizer/BioNTech,39881215,Italy
2021-07-09,Johnson&Johnson,1271464,Italy
2021-07-09,Moderna,5547217,Italy
2021-07-09,Oxford/AstraZeneca,9757515,Italy
2021-07-09,Pfizer/BioNTech,40319954,Italy
2021-07-10,Johnson&Johnson,1273377,Italy
2021-07-10,Moderna,5590217,Italy
2021-07-10,Oxford/AstraZeneca,9858288,Italy
2021-07-10,Pfizer/BioNTech,40742872,Italy
2021-07-11,Johnson&Johnson,1275195,Italy
2021-07-11,Moderna,5621732,Italy
2021-07-11,Oxford/AstraZeneca,9920795,Italy
2021-07-11,Pfizer/BioNTech,41058059,Italy
2021-07-12,Johnson&Johnson,1278565,Italy
2021-07-12,Moderna,5680488,Italy
2021-07-12,Oxford/AstraZeneca,10023904,Italy
2021-07-12,Pfizer/BioNTech,41459382,Italy
2021-07-13,Johnson&Johnson,1281598,Italy
2021-07-13,Moderna,5752310,Italy
2021-07-13,Oxford/AstraZeneca,10115337,Italy
2021-07-13,Pfizer/BioNTech,41864255,Italy
2021-07-14,Johnson&Johnson,1285520,Italy
2021-07-14,Moderna,5833392,Italy
2021-07-14,Oxford/AstraZeneca,10212611,Italy
2021-07-14,Pfizer/BioNTech,42248701,Italy
2021-07-15,Johnson&Johnson,1289519,Italy
2021-07-15,Moderna,5899793,Italy
2021-07-15,Oxford/AstraZeneca,10304891,Italy
2021-07-15,Pfizer/BioNTech,42699680,Italy
2021-07-16,Johnson&Johnson,1292606,Italy
2021-07-16,Moderna,5960595,Italy
2021-07-16,Oxford/AstraZeneca,10396808,Italy
2021-07-16,Pfizer/BioNTech,43139062,Italy
2021-07-17,Johnson&Johnson,1294921,Italy
2021-07-17,Moderna,6020380,Italy
2021-07-17,Oxford/AstraZeneca,10479635,Italy
2021-07-17,Pfizer/BioNTech,43531805,Italy
2021-07-18,Johnson&Johnson,1296350,Italy
2021-07-18,Moderna,6075424,Italy
2021-07-18,Oxford/AstraZeneca,10547305,Italy
2021-07-18,Pfizer/BioNTech,43851967,Italy
2021-07-19,Johnson&Johnson,1299518,Italy
2021-07-19,Moderna,6139472,Italy
2021-07-19,Oxford/AstraZeneca,10640703,Italy
2021-07-19,Pfizer/BioNTech,44265149,Italy
2021-07-20,Johnson&Johnson,1303019,Italy
2021-07-20,Moderna,6214294,Italy
2021-07-20,Oxford/AstraZeneca,10738740,Italy
2021-07-20,Pfizer/BioNTech,44655725,Italy
2021-07-21,Johnson&Johnson,1307277,Italy
2021-07-21,Moderna,6300301,Italy
2021-07-21,Oxford/AstraZeneca,10846819,Italy
2021-07-21,Pfizer/BioNTech,45037711,Italy
2021-07-22,Johnson&Johnson,1311824,Italy
2021-07-22,Moderna,6374348,Italy
2021-07-22,Oxford/AstraZeneca,10956842,Italy
2021-07-22,Pfizer/BioNTech,45452593,Italy
2021-07-23,Johnson&Johnson,1316331,Italy
2021-07-23,Moderna,6446162,Italy
2021-07-23,Oxford/AstraZeneca,11065544,Italy
2021-07-23,Pfizer/BioNTech,45854123,Italy
2021-07-24,Johnson&Johnson,1320742,Italy
2021-07-24,Moderna,6517545,Italy
2021-07-24,Oxford/AstraZeneca,11151302,Italy
2021-07-24,Pfizer/BioNTech,46186799,Italy
2021-07-25,Johnson&Johnson,1323348,Italy
2021-07-25,Moderna,6566584,Italy
2021-07-25,Oxford/AstraZeneca,11208828,Italy
2021-07-25,Pfizer/BioNTech,46440166,Italy
2021-07-26,Johnson&Johnson,1328589,Italy
2021-07-26,Moderna,6642914,Italy
2021-07-26,Oxford/AstraZeneca,11295009,Italy
2021-07-26,Pfizer/BioNTech,46836245,Italy
2021-07-27,Johnson&Johnson,1334560,Italy
2021-07-27,Moderna,6724791,Italy
2021-07-27,Oxford/AstraZeneca,11374677,Italy
2021-07-27,Pfizer/BioNTech,47240840,Italy
2021-07-28,Johnson&Johnson,1340786,Italy
2021-07-28,Moderna,6828213,Italy
2021-07-28,Oxford/AstraZeneca,11453843,Italy
2021-07-28,Pfizer/BioNTech,47589563,Italy
2021-07-29,Johnson&Johnson,1346443,Italy
2021-07-29,Moderna,6932032,Italy
2021-07-29,Oxford/AstraZeneca,11522558,Italy
2021-07-29,Pfizer/BioNTech,47949824,Italy
2021-07-30,Johnson&Johnson,1352027,Italy
2021-07-30,Moderna,7035936,Italy
2021-07-30,Oxford/AstraZeneca,11580202,Italy
2021-07-30,Pfizer/BioNTech,48296603,Italy
2021-07-31,Johnson&Johnson,1356186,Italy
2021-07-31,Moderna,7123619,Italy
2021-07-31,Oxford/AstraZeneca,11627420,Italy
2021-07-31,Pfizer/BioNTech,48588851,Italy
2021-08-01,Johnson&Johnson,1358459,Italy
2021-08-01,Moderna,7192813,Italy
2021-08-01,Oxford/AstraZeneca,11661437,Italy
2021-08-01,Pfizer/BioNTech,48774501,Italy
2021-08-02,Johnson&Johnson,1362450,Italy
2021-08-02,Moderna,7279993,Italy
2021-08-02,Oxford/AstraZeneca,11708049,Italy
2021-08-02,Pfizer/BioNTech,49110211,Italy
2021-08-03,Johnson&Johnson,1366021,Italy
2021-08-03,Moderna,7365185,Italy
2021-08-03,Oxford/AstraZeneca,11744039,Italy
2021-08-03,Pfizer/BioNTech,49451170,Italy
2021-08-04,Johnson&Johnson,1369180,Italy
2021-08-04,Moderna,7458865,Italy
2021-08-04,Oxford/AstraZeneca,11783020,Italy
2021-08-04,Pfizer/BioNTech,49788423,Italy
2021-08-05,Johnson&Johnson,1372376,Italy
2021-08-05,Moderna,7543744,Italy
2021-08-05,Oxford/AstraZeneca,11815487,Italy
2021-08-05,Pfizer/BioNTech,50125052,Italy
2021-08-06,Johnson&Johnson,1376030,Italy
2021-08-06,Moderna,7626307,Italy
2021-08-06,Oxford/AstraZeneca,11848464,Italy
2021-08-06,Pfizer/BioNTech,50441824,Italy
2021-08-07,Johnson&Johnson,1378777,Italy
2021-08-07,Moderna,7694758,Italy
2021-08-07,Oxford/AstraZeneca,11874912,Italy
2021-08-07,Pfizer/BioNTech,50687173,Italy
2021-08-08,Johnson&Johnson,1380298,Italy
2021-08-08,Moderna,7753064,Italy
2021-08-08,Oxford/AstraZeneca,11891775,Italy
2021-08-08,Pfizer/BioNTech,50868972,Italy
2021-08-09,Johnson&Johnson,1383564,Italy
2021-08-09,Moderna,7838847,Italy
2021-08-09,Oxford/AstraZeneca,11913333,Italy
2021-08-09,Pfizer/BioNTech,51163872,Italy
2021-08-10,Johnson&Johnson,1386979,Italy
2021-08-10,Moderna,7922844,Italy
2021-08-10,Oxford/AstraZeneca,11933181,Italy
2021-08-10,Pfizer/BioNTech,51431443,Italy
2021-08-11,Johnson&Johnson,1390799,Italy
2021-08-11,Moderna,7998416,Italy
2021-08-11,Oxford/AstraZeneca,11951970,Italy
2021-08-11,Pfizer/BioNTech,51689770,Italy
2021-08-12,Johnson&Johnson,1394269,Italy
2021-08-12,Moderna,8060229,Italy
2021-08-12,Oxford/AstraZeneca,11966807,Italy
2021-08-12,Pfizer/BioNTech,51946265,Italy
2021-08-13,Johnson&Johnson,1396995,Italy
2021-08-13,Moderna,8110441,Italy
2021-08-13,Oxford/AstraZeneca,11977807,Italy
2021-08-13,Pfizer/BioNTech,52177242,Italy
2021-08-14,Johnson&Johnson,1397935,Italy
2021-08-14,Moderna,8140405,Italy
2021-08-14,Oxford/AstraZeneca,11982447,Italy
2021-08-14,Pfizer/BioNTech,52267636,Italy
2021-08-15,Johnson&Johnson,1398428,Italy
2021-08-15,Moderna,8151176,Italy
2021-08-15,Oxford/AstraZeneca,11984786,Italy
2021-08-15,Pfizer/BioNTech,52306561,Italy
2021-08-16,Johnson&Johnson,1400299,Italy
2021-08-16,Moderna,8197595,Italy
2021-08-16,Oxford/AstraZeneca,11995030,Italy
2021-08-16,Pfizer/BioNTech,52481739,Italy
2021-08-17,Johnson&Johnson,1403096,Italy
2021-08-17,Moderna,8251139,Italy
2021-08-17,Oxford/AstraZeneca,12010060,Italy
2021-08-17,Pfizer/BioNTech,52659051,Italy
2021-08-18,Johnson&Johnson,1406357,Italy
2021-08-18,Moderna,8304174,Italy
2021-08-18,Oxford/AstraZeneca,12022558,Italy
2021-08-18,Pfizer/BioNTech,52847200,Italy
2021-08-19,Johnson&Johnson,1409339,Italy
2021-08-19,Moderna,8356597,Italy
2021-08-19,Oxford/AstraZeneca,12034980,Italy
2021-08-19,Pfizer/BioNTech,53017707,Italy
2021-08-20,Johnson&Johnson,1411144,Italy
2021-08-20,Moderna,8411846,Italy
2021-08-20,Oxford/AstraZeneca,12044980,Italy
2021-08-20,Pfizer/BioNTech,53176898,Italy
2021-08-21,Johnson&Johnson,1412441,Italy
2021-08-21,Moderna,8451127,Italy
2021-08-21,Oxford/AstraZeneca,12052999,Italy
2021-08-21,Pfizer/BioNTech,53278121,Italy
